text,intent,encoded_intent
show flights san francisco washington dc,atis_flight,4
would like fly united airlines washington dc denver colorado,atis_flight,4
flights atlanta baltimore,atis_flight,4
like flight tomorrow columbus houston stopover nashville,atis_flight,4
like book cheapest flight atlanta denver august first,atis_flight,4
show flights boston june twentieth business class,atis_flight,4
show prices flights baltimore dallas,atis_airfare,2
ground transportation available charlotte,atis_ground_service,6
breakfast flight denver san francisco please,atis_flight,4
many stops flights boston san francisco depart noon,atis_quantity,7
would like flight atlanta denver,atis_flight,4
continental flights dallas boston,atis_flight,4
pittsburgh ground transportation available,atis_ground_service,6
next sunday flights miami cleveland hours,atis_flight,4
show flights baltimore dallas,atis_flight,4
fare code qx mean,atis_abbreviation,0
show flights miami new york leaving sunday first class,atis_flight,4
would like book flight august twenty seventh us air baltimore oakland flights available,atis_flight,4
atlanta would like information ground transportation,atis_ground_service,6
okay right flight united airlines atlanta washington,atis_flight,4
please list afternoon flights charlotte minneapolis,atis_flight,4
coach class flights twa columbus paul,atis_flight,4
want fly dallas san francisco,atis_flight,4
latest flight leaving boston denver,atis_flight,4
flight boston san francisco stopover fort worth dallas,atis_flight,4
list flights baltimore atlanta noon thursday nonstop,atis_flight,4
show prices first class baltimore dallas,atis_airfare,2
list day time flights pittsburgh boston,atis_flight,4
show lufthansa flights philadelphia denver,atis_flight,4
show round trip fares baltimore philadelphia,atis_airfare,2
would like fly philadelphia dallas,atis_flight,4
please list flights united airlines boston denver,atis_flight,4
flights milwaukee orlando wednesday night,atis_flight,4
explain restriction,atis_abbreviation,0
flights dfw oakland,atis_flight,4
want flight houston memphis tuesday morning,atis_flight,4
earliest flight arriving charlotte louis friday,atis_flight,4
give us air flights next wednesday cleveland miami,atis_flight,4
show flights atlanta denver june fourth,atis_flight,4
need information ground transportation airport downtown city boston,atis_ground_service,6
show prices flights baltimore dallas,atis_airfare,2
round trip fares denver philadelphia less dollars,atis_airfare,2
show flights baltimore boston,atis_flight,4
could please give information concerning american airlines flight washington dc philadelphia earliest one morning possible,atis_flight,4
show flights baltimore denver pittsburgh fly philadelphia,atis_flight,4
continental airlines fly denver san francisco,atis_flight,4
flights united airlines northwest go denver,atis_flight,4
thrift economy flights san francisco boston,atis_flight,4
also like see list flights pittsburgh atlanta,atis_flight,4
please tell type aircraft used atlanta denver noon,atis_aircraft,1
show flights dallas baltimore,atis_flight,4
give flights new york city las vegas arrive sunday,atis_flight,4
ground transportation dallas,atis_ground_service,6
evening flights flying dallas going san francisco american airlines,atis_flight,4
flights nashville louis nonstop arrive noon pm,atis_flight,4
economy flights available dallas baltimore july twenty fifth,atis_flight,4
list daily flights boston oakland using american airlines,atis_flight,4
coach fares la charlotte monday morning,atis_airfare,2
flights baltimore philadelphia please,atis_flight,4
types aircraft get first class ticket philadelphia dallas,atis_aircraft,1
give flights memphis tennessee charlotte north carolina,atis_flight,4
price first class ticket atlanta san francisco,atis_airfare,2
show flights boston denver arrive denver wednesday noon,atis_flight,4
continental fly denver san francisco,atis_flight,4
list flights denver philadelphia,atis_flight,4
please give flight times would like fly boston baltimore morning,atis_flight_time,5
show flights pittsburgh philadelphia,atis_flight,4
show flights leaving saturday sunday milwaukee phoenix,atis_flight,4
cheapest round trip airfare tacoma orlando,atis_airfare,2
need flight air canada toronto san diego layover dc,atis_flight,4
list daily flights denver baltimore,atis_flight,4
flights dallas pittsburgh monday morning,atis_flight,4
flights denver atlanta stops pittsburgh,atis_flight,4
iah mean,atis_abbreviation,0
would like fly pittsburgh atlanta us air latest time possible evening,atis_flight,4
show flights toronto,atis_flight,4
like information continental airlines flights washington philadelphia,atis_flight,4
list daily flights oakland boston using delta airlines,atis_flight,4
show flights philadelphia boston monday serve meal arrive noon,atis_flight,4
flights pittsburgh atlanta wednesday morning serves breakfast,atis_flight,4
want wednesday flights atlanta washington dc,atis_flight,4
list american airlines flights phoenix milwaukee wednesday,atis_flight,4
ground transportation available san francisco,atis_ground_service,6
us air fly washington dc denver,atis_flight,4
list flights denver san francisco pm monday,atis_flight,4
show flights delta airlines twa go atlanta morning,atis_flight,4
want go baltimore san francisco stopover denver,atis_flight,4
please give flights available boston pittsburgh wednesday next week,atis_flight,4
show flights san francisco dallas,atis_flight,4
ground transportation available baltimore,atis_ground_service,6
round trip houston las vegas nonstop,atis_flight,4
show flights denver san francisco,atis_flight,4
flights boston san francisco,atis_flight,4
sunday flights tampa charlotte,atis_flight,4
show flights baltimore dallas,atis_flight,4
airlines fly burbank denver,atis_airline,3
list flights chicago seattle continental depart saturday serve meals,atis_flight,4
list flights leaving denver arriving seattle saturday depart pm,atis_flight,4
get airport downtown dallas please,atis_flight,4
please list tuesday flights atlanta louis,atis_flight,4
would like early flight la charlotte monday morning,atis_flight,4
saturday flights las vegas montreal,atis_flight,4
show boston ground transportation,atis_ground_service,6
list flights charlotte atlanta return around pm,atis_flight,4
show first class round trip flights new york miami want cheapest first class fare please,atis_flight,4
please list flights pittsburgh baltimore arriving may seventh,atis_flight,4
airlines still offer first class,atis_airline,3
need know direct flights petersburg florida tacoma washington leaving preferably tomorrow morning,atis_flight,4
much us air boston pittsburgh daily nonstop flight,atis_airfare,2
like book flight columbus nashville please,atis_flight,4
flights detroit petersburg,atis_flight,4
airlines fly dallas baltimore,atis_airline,3
cost flights baltimore philadelphia,atis_airfare,2
show flights delta go atlanta,atis_flight,4
list flights sunday afternoon oakland dallas,atis_flight,4
show earliest nonstop flight dallas houston,atis_flight,4
want travel pittsburgh oakland around midnight could give flights,atis_flight,4
show flights boston san francisco,atis_flight,4
late afternoon flight leaving washington denver,atis_flight,4
need one first class ticket dallas fort worth san francisco,atis_airfare,2
show direct flights atlanta baltimore,atis_flight,4
show monday flights san francisco pittsburgh,atis_flight,4
please show return flights miami new york,atis_flight,4
show cheapest flights san francisco philadelphia,atis_flight,4
show price flights atlanta washington dc,atis_airfare,2
give flights pittsburgh baltimore,atis_flight,4
find travel arrangements round trip flight baltimore pittsburgh,atis_flight,4
right would let know type aircraft united airlines using flights denver san francisco would like know type aircraft use flights morning,atis_aircraft,1
show flights philadelphia dallas,atis_flight,4
earliest flight get baltimore boston,atis_flight,4
flights baltimore,atis_flight,4
hi need go cincinnati san jose california pm saturday,atis_flight,4
flights us air pittsburgh atlanta wednesday,atis_flight,4
ground transportation airport downtown boston,atis_ground_service,6
list flights baltimore philadelphia,atis_flight,4
northwest flights stopovers denver,atis_flight,4
like get flight washington oakland stopover dallas fort worth september fifteenth,atis_flight,4
wednesday morning flights pittsburgh boston,atis_flight,4
round trip cost first class ticket boston san francisco,atis_airfare,2
lowest round trip fare dallas city,atis_airfare,2
give flights boston san francisco leaving early today,atis_flight,4
ground transportation oakland,atis_ground_service,6
please list pm flights boston pittsburgh,atis_flight,4
show flights philadelphia san francisco one stop dallas,atis_flight,4
evening flights available baltimore philadelphia,atis_flight,4
show flights los angeles pittsburgh tuesday,atis_flight,4
cheapest one way fare city another,atis_airfare,2
like find flight charlotte las vegas make stop louis,atis_flight,4
live denver like make trip pittsburgh,atis_flight,4
list flights baltimore atlanta noon thursday,atis_flight,4
show cheapest one way flight san francisco boston leaving san francisco pm,atis_flight,4
give flights boston philadelphia next week arriving lunch,atis_flight,4
flights denver philadelphia saturday,atis_flight,4
flight information january twenty third denver san francisco,atis_flight,4
like find cheapest one way fare baltimore denver,atis_airfare,2
need flight sunday long beach columbus,atis_flight,4
fares flights charlotte newark tuesday wednesday,atis_airfare,2
show itinerary connecting flight boston denver departs boston,atis_flight,4
find flight atlanta baltimore,atis_flight,4
would like early morning nonstop flight new york las vegas february twenty eighth,atis_flight,4
describe fare code qx,atis_abbreviation,0
earliest flight friday washington san francisco,atis_flight,4
american flights chicago los angeles morning,atis_flight,4
show flights pittsburgh oakland,atis_flight,4
list flights chicago seattle continental airlines depart saturday noon include meal,atis_flight,4
would like first flight houston dallas march first last flight houston dallas march first,atis_flight,4
please give ground transportation information denver,atis_ground_service,6
show united flights bwi denver,atis_flight,4
flights chicago indianapolis,atis_flight,4
show fare us flight philadelphia baltimore,atis_airfare,2
first class price san francisco pittsburgh round trip,atis_airfare,2
flights minneapolis chicago,atis_flight,4
right need flight seattle san diego,atis_flight,4
last trip august twenty seventh washington boston,atis_flight,4
want depart washington april twentieth atlanta least expensive fare,atis_flight,4
show first class fares baltimore dallas,atis_airfare,2
like fly cleveland indianapolis tomorrow morning early possible available,atis_flight,4
need make trip starting boston going dallas denver oakland back boston,atis_flight,4
flights available boston denver wednesday early morning,atis_flight,4
want make round trip flight washington san francisco return,atis_flight,4
united airlines flying denver san francisco type aircraft used,atis_flight,4
lowest fare san francisco los angeles,atis_airfare,2
flights go philadelphia dallas stopover atlanta,atis_flight,4
show flights baltimore oakland,atis_flight,4
code qw mean,atis_abbreviation,0
flights new york montreal canada leaving thursday,atis_flight,4
show flights oakland philadelphia saturday serve meal,atis_flight,4
list flights seattle continental depart pm,atis_flight,4
like earliest flight information boston san francisco meal,atis_flight,4
cheapest flight pittsburgh atlanta leaving october fifth,atis_flight,4
show flights atlanta washington dc wednesday night thursday morning,atis_flight,4
flights milwaukee orlando one way,atis_flight,4
tell flights american airlines dallas san francisco june twenty ninth,atis_flight,4
please show flights available san francisco pittsburgh tuesday,atis_flight,4
flight information san francisco pittsburgh,atis_flight,4
show flights arriving dallas,atis_flight,4
show flights denver washington dc wednesday,atis_flight,4
airlines fly boston atlanta,atis_airline,3
would like fly boston baltimore time flights afternoon,atis_flight,4
please explain fare code f,atis_abbreviation,0
would like know flights june fifteenth long beach columbus noon please,atis_flight,4
list flights leave baltimore denver pittsburgh arrive philadelphia,atis_flight,4
classes service lufthansa,atis_flight,4
show flights baltimore boston,atis_flight,4
okay like one go washington atlanta want nonstop like leave around pm,atis_flight,4
give flights atlanta baltimore,atis_flight,4
show flights montreal philly,atis_flight,4
please list flights denver philadelphia two saturdays,atis_flight,4
flight dl dl boston denver stop philadelphia,atis_flight,4
show flights cincinnati,atis_flight,4
yes flights used july seventh morning atlanta boston,atis_flight,4
please give flights denver pittsburgh leave morning july second,atis_flight,4
show flights arriving denver baltimore oakland boston,atis_flight,4
san francisco boston flights leave friday,atis_flight,4
need flights leaving denver afternoon wednesday arriving san francisco,atis_flight,4
would like go atlanta denver tuesday,atis_flight,4
american airlines fly philadelphia dallas,atis_flight,4
flights depart charlotte newark leave afternoon leave evening,atis_flight,4
flights available baltimore dallas monday afternoon,atis_flight,4
kind ground transportation available denver,atis_ground_service,6
fares flights baltimore philadelphia,atis_airfare,2
flights westchester county san francisco daily,atis_flight,4
need find flight philadelphia san francisco stopover dallas,atis_flight,4
find flight boston san francisco layover denver,atis_flight,4
show flights pittsburgh dallas,atis_flight,4
show flights atlanta washington dc wednesday evening,atis_flight,4
show flights denver san francisco,atis_flight,4
flights atlanta washington early thursday mornings,atis_flight,4
list flights pittsburgh philadelphia,atis_flight,4
like flight petersburg miami next thursday,atis_flight,4
show flights new york miami leaving tuesday,atis_flight,4
want fly atlanta philadelphia nonstop,atis_flight,4
smallest aircraft flies pittsburgh baltimore arriving may seventh,atis_aircraft,1
flights memphis miami wednesday,atis_flight,4
flights american phoenix chicago wednesday,atis_flight,4
pittsburgh atlanta please stopover fort worth,atis_flight,4
show round trip flights phoenix salt lake city,atis_flight,4
airline early afternoon flight boston denver,atis_airline,3
list fares delta airlines flights boston philadelphia,atis_airfare,2
please give flight leaving boston going washington arriving washington afternoon,atis_flight,4
need inexpensive flight baltimore san francisco,atis_flight,4
want round trip fare new york san jose,atis_airfare,2
times late afternoon flight leave washington denver,atis_flight_time,5
define airline ua,atis_abbreviation,0
flight monday philadelphia oakland california early morning,atis_flight,4
show flights san francisco pittsburgh tuesday,atis_flight,4
show flights denver philadelphia,atis_flight,4
would like fly twa baltimore san francisco,atis_flight,4
flights charlotte anywhere us air,atis_flight,4
show flights boston detroit,atis_flight,4
want fly cleveland san diego tomorrow stop indianapolis,atis_flight,4
flights boston washington dc tenth november,atis_flight,4
actually want go ontario westchester via chicago,atis_flight,4
need fly kansas city chicago leaving next wednesday returning following day,atis_flight,4
show flights philadelphia atlanta leave pm wednesday,atis_flight,4
show ground transportation denver weekdays,atis_ground_service,6
like get flight leaving san francisco arriving philadelphia pennsylvania,atis_flight,4
airlines flights denver pittsburgh,atis_airline,3
flights memphis tacoma,atis_flight,4
us air fly dc dallas,atis_flight,4
flights atlanta baltimore arrive baltimore pm,atis_flight,4
need flight new york montreal thursday may six arriving noon,atis_flight,4
fare code qx mean,atis_abbreviation,0
flight san francisco boston stopover dallas fort worth,atis_flight,4
flights atlanta washington dc,atis_flight,4
kind plane used earliest flight boston san francisco afternoon,atis_aircraft,1
flights indianapolis seattle,atis_flight,4
dallas baltimore monday,atis_flight,4
fare code b business class,atis_abbreviation,0
midwest express serve nashville,atis_flight,4
flights indianapolis nashville memphis seattle,atis_flight,4
like flight tomorrow late nashville houston dinner please,atis_flight,4
give one way flights pittsburgh boston,atis_flight,4
want information flights atlanta washington dc want leave wednesday pm thursday,atis_flight,4
want cheapest flight pittsburgh atlanta,atis_flight,4
show flights toronto salt lake city leave toronto pm,atis_flight,4
cheapest ticket baltimore san francisco friday august thirtieth,atis_airfare,2
show flights cincinnati toronto,atis_flight,4
time flights denver san francisco continental airlines,atis_flight_time,5
flights dallas atlanta wednesday morning,atis_flight,4
flight eastern airlines boston denver,atis_flight,4
las vegas new york nonstop twa fare,atis_flight,4
show flights philadelphia cincinnati,atis_flight,4
flights washington san francisco leaving,atis_flight,4
like fly united airlines washington denver,atis_flight,4
show flights miami new york,atis_flight,4
give flights pittsburgh baltimore,atis_flight,4
show flights pittsburgh baltimore leave thursday pm,atis_flight,4
need flight atlanta charlotte north carolina next monday,atis_flight,4
ground transportation denver,atis_ground_service,6
monday dallas fort worth oakland california,atis_flight,4
would like flights available boston denver arriving denver wednesday morning wednesday morning,atis_flight,4
show cheapest fares san diego miami one way,atis_airfare,2
show united flights go boston washington dc,atis_flight,4
like know earliest flights boston atlanta georgia,atis_flight,4
show flights new york miami leaving tuesday show flights miami new york leaving sunday,atis_flight,4
ewr,atis_abbreviation,0
want see cheapest flight atlanta baltimore,atis_flight,4
flights new york las vegas,atis_flight,4
find earliest flight boston denver serves breakfast,atis_flight,4
first class flight american san francisco coming tuesday,atis_flight,4
show flights boston denver,atis_flight,4
ground transport available minneapolis,atis_ground_service,6
list flights petersburg toronto,atis_flight,4
limousine service available pittsburgh airport,atis_ground_service,6
flights san francisco washington dc,atis_flight,4
philadelphia san francisco monday,atis_flight,4
information american airline flights washington philadelphia early morning times flight,atis_flight,4
show available flights baltimore dallas economy fares,atis_flight,4
baltimore philadelphia,atis_flight,4
need flight information leaving atlanta arriving baltimore monday,atis_flight,4
list departure times denver philadelphia later earlier pm,atis_flight_time,5
show latest dinner flight baltimore oakland,atis_flight,4
ground transport oakland,atis_ground_service,6
show flights denver philadelphia,atis_flight,4
fare code qo mean,atis_abbreviation,0
midwest express serve indianapolis,atis_flight,4
list flights atlanta baltimore thursday morning,atis_flight,4
show flights american airlines fort worth denver evening july eleventh,atis_flight,4
ground transportation available atlanta airport,atis_ground_service,6
would like information flights dallas atlanta arriving atlanta tuesday morning,atis_flight,4
list us air flights miami cleveland leaving sunday afternoon,atis_flight,4
please list flights dallas pittsburgh july fourth,atis_flight,4
give flights miami new york using tower air,atis_flight,4
flight dl philadelphia denver fly saturdays,atis_flight,4
different classes service prices us air,atis_airfare,2
would like flight leaving boston arriving san francisco stopover atlanta,atis_flight,4
earliest flight memphis las vegas,atis_flight,4
like flight denver pittsburgh,atis_flight,4
show flight classes delta airlines,atis_flight,4
earliest flight pittsburgh denver serves breakfast,atis_flight,4
okay would like fly atlanta philadelphia,atis_flight,4
find travel arrangements round trip flight baltimore pittsburgh pm pm,atis_flight,4
would like fly boston philadelphia next thursday,atis_flight,4
lowest fare san francisco orlando,atis_airfare,2
could please find earliest flight boston oakland,atis_flight,4
find ground transportation available atlanta,atis_ground_service,6
flights boston dallas fort worth stop philadelphia,atis_flight,4
airline flying boston san francisco earliest flight,atis_flight,4
list airlines flying washington denver,atis_airline,3
round trip fare continental denver san francisco return,atis_airfare,2
nonstop flights new york city las vegas sunday,atis_flight,4
earliest flight leaving denver arriving baltimore united airlines first class july fourth,atis_flight,4
need go boston denver san francisco,atis_flight,4
eastern early afternoon flight boston san francisco,atis_flight,4
give flights denver baltimore,atis_flight,4
flights phoenix las vegas saturday,atis_flight,4
show flights boston today,atis_flight,4
fare code f mean,atis_abbreviation,0
flights burbank milwaukee leave burbank tomorrow,atis_flight,4
cheapest flights boston philadelphia arrive tuesday,atis_flight,4
show flights atlanta boston,atis_flight,4
need flight atlanta afternoon,atis_flight,4
fare november seventh going one way san francisco oakland,atis_airfare,2
continental flight leaving las vegas new york nonstop,atis_flight,4
show first class fares new york miami leaving tuesday,atis_airfare,2
like flight san diego toronto alaska airlines leaving around pm,atis_flight,4
ua,atis_abbreviation,0
show first class prices dallas baltimore,atis_airfare,2
flights cleveland miami,atis_flight,4
dallas ground transportation,atis_ground_service,6
restriction ap mean,atis_abbreviation,0
show flights atlanta baltimore,atis_flight,4
list flights going boston atlanta pm wednesday,atis_flight,4
flights leaving boston going san francisco,atis_flight,4
give information flights atlanta washington dc leaving thursday,atis_flight,4
flights atlanta boston afternoon,atis_flight,4
flight salt lake city petersburg,atis_flight,4
want flight boston denver stops pittsburgh,atis_flight,4
interested cheapest fare washington fort worth,atis_airfare,2
list flights general mitchell international,atis_flight,4
list flights new york las vegas fly nonstop sunday list flights memphis las vegas fly nonstop sunday,atis_flight,4
ewr mean,atis_abbreviation,0
show flights san francisco pittsburgh monday first class,atis_flight,4
would like fly san francisco early day,atis_flight,4
give list flights denver oakland,atis_flight,4
latest first class flight day leaving dallas san francisco,atis_flight,4
latest flight get dallas boston,atis_flight,4
like information ticket denver atlanta stop pittsburgh,atis_airfare,2
cheapest coach flight dallas baltimore leaving august tenth,atis_flight,4
flight leaving boston going washington,atis_flight,4
please list wednesday american airline flights milwaukee san jose,atis_flight,4
like leave atlanta afternoon arrive philadelphia pm,atis_flight,4
flight baltimore san francisco stop denver twa,atis_flight,4
like go boston pittsburgh find cheapest flight,atis_flight,4
united flight boston washington,atis_flight,4
ground transportation dallas airport downtown dallas,atis_ground_service,6
flights miami new york,atis_flight,4
list possible round trip daily flights boston oakland,atis_flight,4
ewr mean,atis_abbreviation,0
list cheapest round trip flights orlando kansas city,atis_flight,4
list flights toronto san diego,atis_flight,4
ground transportation take boston,atis_ground_service,6
information american airlines washington fort worth,atis_flight,4
earliest flight boston washington august twenty seventh,atis_flight,4
list round trip flights orlando kansas city,atis_flight,4
would like time earliest flight morning philadelphia washington american airlines,atis_flight_time,5
please tell flights boston philadelphia next thursday,atis_flight,4
show flights denver flights miami arrive baltimore around noon,atis_flight,4
show airlines boston denver,atis_airline,3
airlines fly boston washington dc via cities,atis_airline,3
need know list flights atlanta,atis_flight,4
take single airline la charlotte newark back la,atis_airline,3
airlines serve pittsburgh,atis_airline,3
transportation atlanta airport downtown atlanta,atis_ground_service,6
show airlines fly toronto boston,atis_airline,3
show flights go san diego newark way houston,atis_flight,4
give flights fares december twenty seventh indianapolis orlando,atis_flight,4
like return flight baltimore boston,atis_flight,4
need flight san francisco pittsburgh pittsburgh new york new york san francisco,atis_flight,4
last flight atlanta baltimore,atis_flight,4
july twenty third early flight american philadelphia san francisco,atis_flight,4
show flights southwest airlines san diego san francisco,atis_flight,4
could please show weekday flights denver dallas,atis_flight,4
list daily flights oakland boston using american airline,atis_flight,4
list flights atlanta philadelphia august first,atis_flight,4
list types aircraft connect boston san francisco,atis_aircraft,1
need flight philadelphia denver,atis_flight,4
show first class fares baltimore dallas,atis_airfare,2
would like fly american airlines baltimore san francisco,atis_flight,4
american flight cincinnati houston,atis_flight,4
need flight new york city montreal thursday may six,atis_flight,4
would like book flight june first los angeles pittsburgh late afternoon,atis_flight,4
first like fly philadelphia dallas fly dallas san francisco,atis_flight,4
show flights new york miami,atis_flight,4
show flights leaving love field,atis_flight,4
like buy coach class ticket flight denver atlanta,atis_airfare,2
would like flight philadelphia san francisco,atis_flight,4
flights san francisco philadelphia stops pittsburgh,atis_flight,4
much economy ticket washington san francisco september thirtieth,atis_airfare,2
flights baltimore washington dc,atis_flight,4
fare going boston dallas fort worth one way november seventh,atis_airfare,2
show flights phoenix milwaukee next wednesday,atis_flight,4
please list flights toronto washington dc,atis_flight,4
flights leaving washington dc san francisco first class,atis_flight,4
want know cheapest way fly denver oakland,atis_flight,4
show flights boston denver early tuesday,atis_flight,4
show flights new york miami tuesday round trip fares dollars,atis_flight,4
like information flight denver san francisco united air,atis_flight,4
show flights atlanta denver monday,atis_flight,4
show flights boston pittsburgh,atis_flight,4
flights tomorrow tacoma san jose,atis_flight,4
show cheapest flights dallas baltimore,atis_flight,4
show flights philadelphia baltimore,atis_flight,4
list airlines service denver,atis_airline,3
flights dfw oakland arrive oakland pm,atis_flight,4
round trip flights new york miami first class,atis_flight,4
lowest round trip fare bwi city,atis_airfare,2
starting denver,atis_flight,4
show flights dallas san francisco atlanta pittsburgh,atis_flight,4
latest flight san jose houston,atis_flight,4
show round trip tickets baltimore atlanta,atis_airfare,2
united airlines stopping denver,atis_flight,4
need rental car atlanta airport show available,atis_ground_service,6
northwest flights stop denver,atis_flight,4
kind ground transportation get dallas,atis_ground_service,6
rental car houston,atis_ground_service,6
want early morning flight boston philadelphia,atis_flight,4
would like fly atlanta denver september fifteenth,atis_flight,4
july twenty third flights american airlines philadelphia san francisco,atis_flight,4
show flights tomorrow san francisco pittsburgh,atis_flight,4
earliest flight tampa milwaukee tomorrow,atis_flight,4
need flight friday newark tampa,atis_flight,4
like see fare code qx,atis_abbreviation,0
rental cars washington dc,atis_ground_service,6
last flight atlanta boston,atis_flight,4
flights tampa louis,atis_flight,4
show ground transport seattle,atis_ground_service,6
please give prices flights philadelphia denver airport next sunday,atis_airfare,2
flights available pittsburgh boston saturday,atis_flight,4
flights available saturday san francisco dallas,atis_flight,4
show flights denver baltimore washington dc arrive around noon,atis_flight,4
please list flight times newark boston,atis_flight_time,5
fares flights atlanta dfw,atis_airfare,2
list flights philadelphia san francisco thursday,atis_flight,4
midwest express serve baltimore,atis_flight,4
want fly denver pittsburgh,atis_flight,4
want fly dallas fort worth philadelphia,atis_flight,4
show nonstop flights atlanta oakland leave afternoon arrive pm pm,atis_flight,4
please list northwest flights denver,atis_flight,4
show flights first class american philadelphia dallas fort worth,atis_flight,4
prices flights,atis_airfare,2
want know time latest flight take washington san francisco get dinner meal,atis_flight_time,5
show flights denver san francisco wednesday,atis_flight,4
show flights memphis tennessee las vegas,atis_flight,4
thursday night flight pittsburgh san francisco us air,atis_flight,4
like book cheapest one way flight pittsburgh atlanta july twentieth,atis_flight,4
list flights nashville seattle,atis_flight,4
fares flights atlanta dfw provided american airlines,atis_airfare,2
flights denver philadelphia sunday,atis_flight,4
many flights san francisco philadelphia august eighteenth,atis_quantity,7
would like book flight goes memphis las vegas,atis_flight,4
ground transportation available pittsburgh airport town,atis_ground_service,6
need flight atlanta baltimore flight arrive pm please,atis_flight,4
flights new york city montreal,atis_flight,4
much cheapest flight denver pittsburgh,atis_airfare,2
airlines provide direct flights washington denver,atis_airline,3
describe ground transportation dallas,atis_ground_service,6
flights montreal las vegas saturday,atis_flight,4
cost flight boston denver,atis_airfare,2
flights go tampa charlotte sunday,atis_flight,4
flights american airlines boston dallas,atis_flight,4
fares dallas baltimore,atis_airfare,2
morning flight dallas atlanta,atis_flight,4
nonstop flights philadelphia denver arrive pm,atis_flight,4
ewr,atis_abbreviation,0
flights boston baltimore washington,atis_flight,4
please give united airlines flights denver baltimore first class flights please,atis_flight,4
type aircraft used first flight philadelphia dallas morning,atis_aircraft,1
transportation available dallas airport downtown,atis_ground_service,6
show flights pittsburgh oakland us airlines fare information,atis_flight,4
earliest flight leaving boston going washington september third,atis_flight,4
show airlines fly san francisco boston,atis_airline,3
flights charlotte anywhere us air around pm,atis_flight,4
airlines nonstop flights kansas city chicago,atis_airline,3
need flight chicago dallas continental june fifth,atis_flight,4
flights nashville seattle,atis_flight,4
delta leaves boston atlanta,atis_flight,4
show cheapest one way flight atlanta pittsburgh,atis_flight,4
list flights arrive general mitchell international various cities,atis_flight,4
please list rental car information pittsburgh,atis_ground_service,6
round trip fares baltimore philadelphia less dollars round trip fares denver philadelphia less dollars round trip fares pittsburgh philadelphia less dollars,atis_airfare,2
flights available thursday afternoon baltimore atlanta,atis_flight,4
show dallas boston flights,atis_flight,4
need flight leaving pittsburgh next monday arriving fort worth,atis_flight,4
airlines fly boston san francisco,atis_airline,3
show flights oakland dallas sunday,atis_flight,4
show price flight ea atlanta washington,atis_airfare,2
flights atlanta oakland thursday flight meals,atis_flight,4
cheapest round trip flights denver pittsburgh,atis_flight,4
flights milwaukee orlando wednesday,atis_flight,4
need flight toronto montreal reaching montreal early friday,atis_flight,4
show flights dallas baltimore,atis_flight,4
ground transportation available denver,atis_ground_service,6
list round trip flights paul san jose,atis_flight,4
eastern airlines flights arriving pittsburgh afternoon,atis_flight,4
flights go pittsburgh newark afternoon,atis_flight,4
cost flight boston san francisco,atis_airfare,2
would like information flights baltimore dallas early tuesday morning,atis_flight,4
interested flight pittsburgh atlanta,atis_flight,4
show earliest flight newark seattle,atis_flight,4
could tell morning flights available oakland denver,atis_flight,4
boston pittsburgh wednesday,atis_flight,4
anything baltimore washington stopover denver going san francisco,atis_flight,4
latest flight available san francisco boston,atis_flight,4
give latest flight tomorrow american airlines milwaukee tacoma,atis_flight,4
one denver philadelphia,atis_flight,4
flights cleveland indianapolis wednesday may twelfth either twa delta continental,atis_flight,4
toronto atlanta afternoon,atis_flight,4
show flights denver atlanta,atis_flight,4
fare boston san francisco united airlines flight,atis_airfare,2
find cheapest one way fare boston san francisco,atis_airfare,2
show flights arriving love field airports,atis_flight,4
list flights atlanta charlotte north carolina leave next monday,atis_flight,4
flights boston atlanta july thirty first,atis_flight,4
want flight twa boston denver,atis_flight,4
want flight los angeles pittsburgh arrives pm tuesday,atis_flight,4
us pittsburgh philadelphia fare,atis_airfare,2
show last flight available evening boston dc july twenty first,atis_flight,4
want list flights pittsburgh baltimore thursday arrive baltimore,atis_flight,4
would like afternoon flight washington boston august twentieth,atis_flight,4
list round trip flights orlando kansas city,atis_flight,4
show flight leaves philadelphia afternoon arrives evening denver,atis_flight,4
show afternoon flights washington boston,atis_flight,4
ground transportation atlanta,atis_ground_service,6
show continental flights leaving chicago saturday morning,atis_flight,4
flights depart burbank noon arrive denver pm,atis_flight,4
philadelphia dallas saturday,atis_flight,4
want go boston washington early morning,atis_flight,4
san francisco pittsburgh friday,atis_flight,4
display flights baltimore dallas leave pm,atis_flight,4
flights newark new jersey cleveland,atis_flight,4
like see flights denver philadelphia,atis_flight,4
would like information flights denver san francisco noon wednesday,atis_flight,4
flight dallas milwaukee,atis_flight,4
fly dallas baltimore,atis_flight,4
show list flights philadelphia denver leave afternoon,atis_flight,4
show flights denver go pittsburgh atlanta,atis_flight,4
show flights san francisco boston,atis_flight,4
please list united airlines flights denver boston,atis_flight,4
lowest round trip fare atlanta bwi,atis_airfare,2
restriction ap mean,atis_abbreviation,0
need flight pittsburgh new york city,atis_flight,4
looking cheapest fare indianapolis orlando december twenty seventh,atis_airfare,2
flights leave charlotte north carolina arrive phoenix arizona monday pm,atis_flight,4
fares atlanta boston,atis_airfare,2
show ground transportation denver,atis_ground_service,6
thank much help information flights boston atlanta,atis_flight,4
latest departure boston pittsburgh seventh july,atis_flight,4
flights atlanta washington dc thursday morning,atis_flight,4
flights find pittsburgh san francisco,atis_flight,4
show flights san diego newark,atis_flight,4
flights go dallas denver pm,atis_flight,4
flights newark cleveland daily,atis_flight,4
